Battle,Position,Enemy,Lvl,HP,XP,GP,Atk Mult,Hit%,Atk,Def Mult,Eva%,Def,MDef Mult,MEv%,MDef,Min Spd,Max Spd,Spell Power,Values set/checked by script ->,Script value 2,Script Value 3,Script Value 4
guard,calbrena_slot,Guard,47,4262,10500,4000,7,99,96,1,80,2,6,60,25,11,11,41,,,,
guard,cpu_slot,Guard,48,12000,75000,5167,13,99,174,4,45,4,8,50,38,38,38,128,,,,
guard,darkelf_slot,Guard,19,2500,3500,4500,4,99,54,0,0,3,99,99,254,11,11,15,,,,
guard,darkimp_slot,Guard,16,299,2910,68,5,70,56,0,0,0,0,0,0,18,21,24,,,,
guard,dlunar_slot,Guard,99,21000,50000,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
guard,dmist_slot,Guard,10,233,350,100,2,90,16,0,0,5,7,80,31,5,5,10,,,,
guard,elements_slot,Guard,79,52000,51250,10000,10,80,128,2,35,3,3,60,4,89,89,15,,,,
guard,evilwall_slot,Guard,37,9500,11500,4000,6,90,84,1,35,2,7,80,29,66,66,79,,,,
guard,fabulgauntlet_slot,Guard,15,940,2795,713,3,90,36,2,20,2,3,60,11,6,9,22,,,,
guard,golbez_slot,Guard,31,1501,10000,5500,5,99,68,0,0,0,0,0,0,27,27,1,,,,
guard,guard_slot,Guard,18,200,720,500,3,99,46,1,90,1,3,40,14,11,14,26,,,,
guard,kainazzo_slot,Guard,16,2000,2750,2000,3,99,44,2,50,2,10,50,48,15,15,29,,,,
guard,karate_slot,Guard,31,2000,0,0,6,99,86,0,0,0,0,0,0,4,7,45,,,,
guard,kingqueen_slot,Guard,15,3000,0,0,9,85,116,0,0,0,0,0,0,53,53,22,,,,
guard,leviatan_slot,Guard,79,17500,14000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
guard,lugae_slot,Guard,25,9472,13010,5500,6,99,86,1,50,1,0,0,0,27,27,7,,,,
guard,magus_slot,Guard,16,4500,4500,4500,5,80,60,1,45,2,3,60,11,7,7,11,,,,
guard,milon_slot,Guard,15,1390,1900,1650,1,75,19,1,35,2,0,0,0,8,8,14,,,,
guard,milonz_slot,Guard,15,1500,2000,1500,3,99,44,1,60,1,6,40,22,9,9,31,,,,
guard,mirrorcecil_slot,Guard,17,500,0,0,3,99,46,0,0,0,3,60,11,5,5,25,,,,
guard,mombomb_slot,Guard,15,625,2180,878,3,80,30,0,0,0,1,40,9,7,7,5,,,,
guard,octomamm_slot,Guard,10,1175,600,250,2,99,22,0,0,0,6,60,25,31,31,15,,,,
guard,odin_slot,Guard,53,10250,9000,0,9,85,116,2,90,3,7,50,32,43,46,95,,,,
guard,officer_slot,Guard,11,151,440,123,3,75,26,1,65,2,2,60,12,2,4,16,,,,
guard,ogopogo_slot,Guard,62,18500,30550,0,11,99,150,4,55,4,9,50,40,38,38,128,,,,
guard,paledim_slot,Guard,98,13650,29500,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
guard,plague_slot,Guard,96,14000,15600,275,11,90,146,4,50,5,7,50,32,29,32,139,,,,
guard,rubicant_slot,Guard,50,12600,12500,3500,7,80,88,1,90,1,8,80,37,38,38,16,,,,
guard,valvalis_slot,Guard,36,3000,4750,2750,5,99,70,0,0,0,3,40,12,18,18,63,,,,
guard,wyvern_slot,Guard,99,12500,32150,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
kainazzo,antlion_slot,Kainazzo,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,4,scriptHP: 175,script-defense: 0-0-3,,
kainazzo,asura_slot,Kainazzo,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,scriptHP: 4025,script-defense: 0-0-0,,
kainazzo,bahamut_slot,Kainazzo,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,scriptHP: 6475,script-defense: 0-0-1,,
kainazzo,baigan_slot,Kainazzo,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,scriptHP: 735,script-defense: 0-0-0,,
kainazzo,calbrena_slot,Kainazzo,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,41,scriptHP: 1492,script-defense: 2-90-3,,
kainazzo,cpu_slot,Kainazzo,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,127,scriptHP: 4200,script-defense: 4-60-5,,
kainazzo,darkelf_slot,Kainazzo,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,16,scriptHP: 875,script-defense: 0-0-5,,
kainazzo,darkimp_slot,Kainazzo,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,29,scriptHP: 105,script-defense: 0-0-0,,
kainazzo,dlunar_slot,Kainazzo,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,36,scriptHP: 7350,script-defense: 3-40-4,,
kainazzo,dmist_slot,Kainazzo,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,scriptHP: 82,script-defense: 0-0-5,,
kainazzo,elements_slot,Kainazzo,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,16,scriptHP: 11375,script-defense: 3-50-4,,
kainazzo,evilwall_slot,Kainazzo,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,79,scriptHP: 3325,script-defense: 1-45-2,,
kainazzo,fabulgauntlet_slot,Kainazzo,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,28,scriptHP: 329,script-defense: 2-25-3,,
kainazzo,golbez_slot,Kainazzo,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,scriptHP: 526,script-defense: 0-0-0,,
kainazzo,guard_slot,Kainazzo,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,26,scriptHP: 70,script-defense: 1-90-1,,
kainazzo,kainazzo_slot,Kainazzo,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,29,scriptHP: 700,script-defense: 2-70-3,,
kainazzo,karate_slot,Kainazzo,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,57,scriptHP: 700,script-defense: 0-0-0,,
kainazzo,kingqueen_slot,Kainazzo,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,28,scriptHP: 1050,script-defense: 0-0-0,,
kainazzo,leviatan_slot,Kainazzo,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,scriptHP: 6125,script-defense: 0-0-5,,
kainazzo,lugae_slot,Kainazzo,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,7,scriptHP: 3316,script-defense: 1-70-1,,
kainazzo,magus_slot,Kainazzo,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,11,scriptHP: 1575,script-defense: 1-65-2,,
kainazzo,milon_slot,Kainazzo,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,14,scriptHP: 487,script-defense: 1-45-2,,
kainazzo,milonz_slot,Kainazzo,15,3000,4000,3000,3,99,44,1,60,1,6,40,22,9,9,31,scriptHP: 525,script-defense: 1-80-2,,
kainazzo,mirrorcecil_slot,Kainazzo,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,31,scriptHP: 175,script-defense: 0-0-0,,
kainazzo,mombomb_slot,Kainazzo,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,scriptHP: 219,script-defense: 0-0-0,,
kainazzo,octomamm_slot,Kainazzo,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,19,scriptHP: 412,script-defense: 0-0-0,,
kainazzo,odin_slot,Kainazzo,53,20500,18000,0,9,85,116,2,90,3,7,50,32,43,46,95,scriptHP: 3588,script-defense: 2-90-3,,
kainazzo,officer_slot,Kainazzo,11,302,880,245,3,75,26,1,65,2,2,60,12,2,4,20,scriptHP: 53,script-defense: 2-90-3,,
kainazzo,ogopogo_slot,Kainazzo,62,37000,61100,0,11,99,150,4,55,4,9,50,40,38,38,127,scriptHP: 6475,script-defense: 4-80-5,,
kainazzo,paledim_slot,Kainazzo,98,27300,59000,0,11,85,144,5,40,5,10,50,48,40,43,31,scriptHP: 4778,script-defense: 5-50-6,,
kainazzo,plague_slot,Kainazzo,96,28000,31200,550,11,90,146,4,50,5,7,50,32,29,32,174,scriptHP: 4900,script-defense: 5-70-6,,
kainazzo,rubicant_slot,Kainazzo,50,25200,25000,7000,7,80,88,1,90,1,8,80,37,38,38,16,scriptHP: 4410,script-defense: 1-90-1,,
kainazzo,valvalis_slot,Kainazzo,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,scriptHP: 1050,script-defense: 0-0-0,,
kainazzo,wyvern_slot,Kainazzo,99,25000,64300,0,12,90,160,4,80,5,10,50,52,43,46,8,scriptHP: 4375,script-defense: 4-80-5,,
karate,antlion_slot,Karate,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,,,,,
karate,asura_slot,Karate,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,,,,,
karate,bahamut_slot,Karate,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,,,,,
karate,baigan_slot,Karate,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,,,,,
karate,calbrena_slot,Karate,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,,,,,
karate,cpu_slot,Karate,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,,,,,
karate,darkelf_slot,Karate,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,,,,,
karate,darkimp_slot,Karate,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,,,,,
karate,dlunar_slot,Karate,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,,,,,
karate,dmist_slot,Karate,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,,,,,
karate,elements_slot,Karate,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,,,,,
karate,evilwall_slot,Karate,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,,,,,
karate,fabulgauntlet_slot,Karate,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,,,,,
karate,golbez_slot,Karate,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,,,,,
karate,guard_slot,Karate,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,,,,,
karate,kainazzo_slot,Karate,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,,,,,
karate,karate_slot,Karate,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,,,,,
karate,kingqueen_slot,Karate,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,,,,,
karate,leviatan_slot,Karate,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,,,,,
karate,lugae_slot,Karate,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,,,,,
karate,magus_slot,Karate,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,,,,,
karate,milon_slot,Karate,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,,,,,
karate,milonz_slot,Karate,15,3000,4000,3000,3,99,44,1,60,1,6,40,22,9,9,,,,,
karate,mirrorcecil_slot,Karate,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,,,,,
karate,mombomb_slot,Karate,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,,,,,
karate,octomamm_slot,Karate,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,,,,,
karate,odin_slot,Karate,53,20500,18000,0,9,85,116,2,90,3,7,50,32,43,46,,,,,
karate,officer_slot,Karate,11,302,880,245,3,75,26,1,65,2,2,60,12,2,4,,,,,
karate,ogopogo_slot,Karate,62,37000,61100,0,11,99,150,4,55,4,9,50,40,38,38,,,,,
karate,paledim_slot,Karate,98,27300,59000,0,11,85,144,5,40,5,10,50,48,40,43,,,,,
karate,plague_slot,Karate,96,28000,31200,550,11,90,146,4,50,5,7,50,32,29,32,,,,,
karate,rubicant_slot,Karate,50,25200,25000,7000,7,80,88,1,90,1,8,80,37,38,38,,,,,
karate,valvalis_slot,Karate,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,,,,,
karate,wyvern_slot,Karate,99,25000,64300,0,12,90,160,4,80,5,10,50,52,43,46,,,,,
kingqueen,antlion_slot,K.Eblan,2,500,750,400,2,85,11,0,0,2,2,60,8,5,5,,,,,
kingqueen,antlion_slot,Q.Eblan,2,500,750,400,1,80,2,0,0,2,2,60,8,1,2,,,,,
kingqueen,asura_slot,K.Eblan,63,11500,10000,0,10,99,134,0,0,0,8,80,37,66,66,,,,,
kingqueen,asura_slot,Q.Eblan,63,11500,10000,0,3,85,34,0,0,0,8,80,37,18,18,,,,,
kingqueen,bahamut_slot,K.Eblan,47,18500,17500,0,13,99,174,0,0,1,1,60,8,27,27,,,,,
kingqueen,bahamut_slot,Q.Eblan,47,18500,17500,0,4,80,44,0,0,1,1,60,8,8,8,,,,,
kingqueen,baigan_slot,K.Eblan,9,2100,2410,1500,4,99,52,0,0,0,3,60,11,8,8,,,,,
kingqueen,baigan_slot,Q.Eblan,9,2100,2410,1500,2,85,13,0,0,0,3,60,11,1,2,,,,,
kingqueen,calbrena_slot,K.Eblan,47,4262,10500,4000,7,99,96,1,80,2,6,60,25,11,11,,,,,
kingqueen,calbrena_slot,Q.Eblan,47,4262,10500,4000,3,75,24,1,80,2,6,60,25,4,4,,,,,
kingqueen,cpu_slot,K.Eblan,48,12000,75000,5166,13,99,174,4,45,4,8,50,38,38,38,,,,,
kingqueen,cpu_slot,Q.Eblan,48,12000,75000,5166,4,80,44,4,45,4,8,50,38,11,11,,,,,
kingqueen,darkelf_slot,K.Eblan,19,2500,3500,4500,4,99,54,0,0,3,99,99,254,11,11,,,,,
kingqueen,darkelf_slot,Q.Eblan,19,2500,3500,4500,2,90,15,0,0,3,99,99,254,4,4,,,,,
kingqueen,darkimp_slot,K.Eblan,16,299,2910,67,5,70,56,0,0,0,0,0,0,18,21,,,,,
kingqueen,darkimp_slot,Q.Eblan,16,299,2910,67,3,60,15,0,0,0,0,0,0,5,5,,,,,
kingqueen,dlunar_slot,K.Eblan,99,21000,50000,0,11,85,144,3,30,4,10,80,54,30,30,,,,,
kingqueen,dlunar_slot,Q.Eblan,99,21000,50000,0,3,90,38,3,30,4,10,80,54,8,8,,,,,
kingqueen,dmist_slot,K.Eblan,10,233,350,100,2,90,16,0,0,5,7,80,31,5,5,,,,,
kingqueen,dmist_slot,Q.Eblan,10,233,350,100,1,80,2,0,0,5,7,80,31,1,2,,,,,
kingqueen,elements_slot,K.Eblan,79,52000,51250,10000,10,80,128,2,35,3,3,60,4,89,89,,,,,
kingqueen,elements_slot,Q.Eblan,79,52000,51250,10000,3,85,34,2,35,3,3,60,4,23,26,,,,,
kingqueen,evilwall_slot,K.Eblan,37,9500,11500,4000,6,90,84,1,35,2,7,80,29,66,66,,,,,
kingqueen,evilwall_slot,Q.Eblan,37,9500,11500,4000,2,99,22,1,35,2,7,80,29,18,18,,,,,
kingqueen,fabulgauntlet_slot,K.Eblan,15,940,2795,712,3,90,36,2,20,2,3,60,11,6,9,,,,,
kingqueen,fabulgauntlet_slot,Q.Eblan,15,940,2795,712,2,85,11,2,20,2,3,60,11,1,3,,,,,
kingqueen,golbez_slot,K.Eblan,31,1501,10000,5500,5,99,68,0,0,0,0,0,0,27,27,,,,,
kingqueen,golbez_slot,Q.Eblan,31,1501,10000,5500,2,95,18,0,0,0,0,0,0,8,8,,,,,
kingqueen,guard_slot,K.Eblan,18,200,720,500,3,99,46,1,90,1,3,40,14,11,14,,,,,
kingqueen,guard_slot,Q.Eblan,18,200,720,500,2,85,11,1,90,1,3,40,14,4,4,,,,,
kingqueen,kainazzo_slot,K.Eblan,16,2000,2750,2000,3,99,44,2,50,2,10,50,48,15,15,,,,,
kingqueen,kainazzo_slot,Q.Eblan,16,2000,2750,2000,2,85,11,2,50,2,10,50,48,4,4,,,,,
kingqueen,karate_slot,K.Eblan,31,2000,0,0,6,99,86,0,0,0,0,0,0,4,7,,,,,
kingqueen,karate_slot,Q.Eblan,31,2000,0,0,2,99,22,0,0,0,0,0,0,1,2,,,,,
kingqueen,kingqueen_slot,K.Eblan,15,3000,0,0,9,85,116,0,0,0,0,0,0,53,53,,,,,
kingqueen,kingqueen_slot,Q.Eblan,15,3000,0,0,3,80,30,0,0,0,0,0,0,15,15,,,,,
kingqueen,leviatan_slot,K.Eblan,79,17500,14000,0,13,99,174,0,0,5,10,80,47,53,53,,,,,
kingqueen,leviatan_slot,Q.Eblan,79,17500,14000,0,4,80,44,0,0,5,10,80,47,15,15,,,,,
kingqueen,lugae_slot,K.Eblan,25,9472,13010,5500,6,99,86,1,50,1,0,0,0,27,27,,,,,
kingqueen,lugae_slot,Q.Eblan,25,9472,13010,5500,2,99,22,1,50,1,0,0,0,8,8,,,,,
kingqueen,magus_slot,K.Eblan,16,4500,4500,4500,5,80,60,1,45,2,3,60,11,7,7,,,,,
kingqueen,magus_slot,Q.Eblan,16,4500,4500,4500,2,90,16,1,45,2,3,60,11,1,2,,,,,
kingqueen,milon_slot,K.Eblan,15,1390,1900,1650,1,75,19,1,35,2,0,0,0,8,8,,,,,
kingqueen,milon_slot,Q.Eblan,15,1390,1900,1650,1,60,6,1,35,2,0,0,0,1,2,,,,,
kingqueen,milonz_slot,K.Eblan,15,1500,2000,1500,3,99,44,1,60,1,6,40,22,9,9,,,,,
kingqueen,milonz_slot,Q.Eblan,15,1500,2000,1500,2,85,11,1,60,1,6,40,22,1,3,,,,,
kingqueen,mirrorcecil_slot,K.Eblan,17,500,0,0,3,99,46,0,0,0,3,60,11,5,5,,,,,
kingqueen,mirrorcecil_slot,Q.Eblan,17,500,0,0,2,85,11,0,0,0,3,60,11,1,2,,,,,
kingqueen,mombomb_slot,K.Eblan,15,625,2180,877,3,80,30,0,0,0,1,40,9,7,7,,,,,
kingqueen,mombomb_slot,Q.Eblan,15,625,2180,877,1,60,8,0,0,0,1,40,9,1,2,,,,,
kingqueen,octomamm_slot,K.Eblan,10,1175,600,250,2,99,22,0,0,0,6,60,25,31,31,,,,,
kingqueen,octomamm_slot,Q.Eblan,10,1175,600,250,1,60,6,0,0,0,6,60,25,9,9,,,,,
kingqueen,odin_slot,K.Eblan,53,10250,9000,0,9,85,116,2,90,3,7,50,32,43,46,,,,,
kingqueen,odin_slot,Q.Eblan,53,10250,9000,0,3,80,30,2,90,3,7,50,32,11,14,,,,,
kingqueen,officer_slot,K.Eblan,11,151,440,122,3,75,26,1,65,2,2,60,12,2,4,,,,,
kingqueen,officer_slot,Q.Eblan,11,151,440,122,1,60,6,1,65,2,2,60,12,1,2,,,,,
kingqueen,ogopogo_slot,K.Eblan,62,18500,30550,0,11,99,150,4,55,4,9,50,40,38,38,,,,,
kingqueen,ogopogo_slot,Q.Eblan,62,18500,30550,0,3,90,38,4,55,4,9,50,40,11,11,,,,,
kingqueen,paledim_slot,K.Eblan,98,13650,29500,0,11,85,144,5,40,5,10,50,48,40,43,,,,,
kingqueen,paledim_slot,Q.Eblan,98,13650,29500,0,3,90,38,5,40,5,10,50,48,11,11,,,,,
kingqueen,plague_slot,K.Eblan,96,14000,15600,275,11,90,146,4,50,5,7,50,32,29,32,,,,,
kingqueen,plague_slot,Q.Eblan,96,14000,15600,275,3,90,38,4,50,5,7,50,32,9,9,,,,,
kingqueen,rubicant_slot,K.Eblan,50,12600,12500,3500,7,80,88,1,90,1,8,80,37,38,38,,,,,
kingqueen,rubicant_slot,Q.Eblan,50,12600,12500,3500,3,75,24,1,90,1,8,80,37,11,11,,,,,
kingqueen,valvalis_slot,K.Eblan,36,3000,4750,2750,5,99,70,0,0,0,3,40,12,18,18,,,,,
kingqueen,valvalis_slot,Q.Eblan,36,3000,4750,2750,2,95,18,0,0,0,3,40,12,5,5,,,,,
kingqueen,wyvern_slot,K.Eblan,99,12500,32150,0,12,90,160,4,80,5,10,50,52,43,46,,,,,
kingqueen,wyvern_slot,Q.Eblan,99,12500,32150,0,4,70,42,4,80,5,10,50,52,11,14,,,,,
leviatan,antlion_slot,Leviatan,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,1,,,,
leviatan,asura_slot,Leviatan,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
leviatan,bahamut_slot,Leviatan,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
leviatan,baigan_slot,Leviatan,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
leviatan,calbrena_slot,Leviatan,47,8524,21000,8000,7,99,96,0,0,2,6,60,25,11,11,41,,,,
leviatan,cpu_slot,Leviatan,48,24000,150000,10333,13,99,174,0,0,4,8,50,38,38,38,127,,,,
leviatan,darkelf_slot,Leviatan,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
leviatan,darkimp_slot,Leviatan,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,7,,,,
leviatan,dlunar_slot,Leviatan,99,42000,100000,0,11,85,144,0,0,4,10,80,54,30,30,36,,,,
leviatan,dmist_slot,Leviatan,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
leviatan,elements_slot,Leviatan,79,65000,102500,20000,10,80,128,0,0,3,3,60,4,89,89,15,,,,
leviatan,evilwall_slot,Leviatan,37,19000,23000,8000,6,90,84,0,0,2,7,80,29,66,66,79,,,,
leviatan,fabulgauntlet_slot,Leviatan,15,1880,5590,1425,3,90,36,0,0,2,3,60,11,6,9,7,,,,
leviatan,golbez_slot,Leviatan,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
leviatan,guard_slot,Leviatan,18,400,1440,1000,3,99,46,0,0,1,3,40,14,11,14,26,,,,
leviatan,kainazzo_slot,Leviatan,16,4000,5500,4000,3,99,44,0,0,2,10,50,48,15,15,29,,,,
leviatan,karate_slot,Leviatan,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,14,,,,
leviatan,kingqueen_slot,Leviatan,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,7,,,,
leviatan,leviatan_slot,Leviatan,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
leviatan,lugae_slot,Leviatan,25,18943,26020,11000,6,99,86,0,0,1,0,0,0,27,27,7,,,,
leviatan,magus_slot,Leviatan,16,9000,9000,9000,5,80,60,0,0,2,3,60,11,7,7,11,,,,
leviatan,milon_slot,Leviatan,15,2780,3800,3300,1,75,19,0,0,2,0,0,0,8,8,14,,,,
leviatan,milonz_slot,Leviatan,15,3000,4000,3000,3,99,44,0,0,1,6,40,22,9,9,31,,,,
leviatan,mirrorcecil_slot,Leviatan,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,8,,,,
leviatan,mombomb_slot,Leviatan,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
leviatan,octomamm_slot,Leviatan,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,5,,,,
leviatan,odin_slot,Leviatan,53,20500,18000,0,9,85,116,0,0,3,7,50,32,43,46,95,,,,
leviatan,officer_slot,Leviatan,11,302,880,245,3,75,26,0,0,2,2,60,12,2,4,5,,,,
leviatan,ogopogo_slot,Leviatan,62,37000,61100,0,11,99,150,0,0,4,9,50,40,38,38,127,,,,
leviatan,paledim_slot,Leviatan,98,27300,59000,0,11,85,144,0,0,5,10,50,48,40,43,31,,,,
leviatan,plague_slot,Leviatan,96,28000,31200,550,11,90,146,0,0,5,7,50,32,29,32,42,,,,
leviatan,rubicant_slot,Leviatan,50,25200,25000,7000,7,80,88,0,0,1,8,80,37,38,38,16,,,,
leviatan,valvalis_slot,Leviatan,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
leviatan,wyvern_slot,Leviatan,99,25000,64300,0,12,90,160,0,0,5,10,50,52,43,46,8,,,,
lugae,antlion_slot,Dr.Lugae,3,234,318,146,1,65,2,0,0,0,2,85,11,1,2,,,,,
lugae,antlion_slot,Balnab,3,208,318,182,2,85,11,0,0,0,2,85,11,5,5,3,,,,
lugae,antlion_slot,Balnab-Z,4,212,2,182,3,60,15,0,0,2,2,90,15,5,5,,,,,
lugae,antlion_slot,Dr.Lugae,2,349,865,291,2,85,11,0,0,2,2,60,8,5,5,1,,,,
lugae,asura_slot,Dr.Lugae,81,5362,4228,0,3,80,28,0,0,0,10,80,47,27,27,,,,,
lugae,asura_slot,Balnab,81,4769,4228,0,10,99,134,0,0,0,10,80,47,69,69,255,,,,
lugae,asura_slot,Balnab-Z,99,4857,16,0,13,99,174,0,0,0,5,99,70,69,69,,,,,
lugae,asura_slot,Dr.Lugae,63,8014,11530,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
lugae,bahamut_slot,Dr.Lugae,61,8626,7399,0,3,90,36,0,0,0,1,60,10,11,11,,,,,
lugae,bahamut_slot,Balnab,61,7671,7399,0,13,99,174,0,0,0,1,60,10,31,31,76,,,,
lugae,bahamut_slot,Balnab-Z,89,7813,27,0,13,99,174,0,0,1,2,90,15,31,31,,,,,
lugae,bahamut_slot,Dr.Lugae,47,12892,20177,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
lugae,baigan_slot,Dr.Lugae,12,980,1019,546,2,85,11,0,0,0,4,60,15,4,4,,,,,
lugae,baigan_slot,Balnab,12,871,1019,682,4,99,52,0,0,0,4,60,15,9,9,40,,,,
lugae,baigan_slot,Balnab-Z,17,887,4,682,5,99,68,0,0,0,2,99,20,9,9,,,,,
lugae,baigan_slot,Dr.Lugae,9,1464,2779,1091,4,99,52,0,0,0,3,60,11,8,8,9,,,,
lugae,calbrena_slot,Dr.Lugae,61,1988,4439,1455,1,80,20,0,0,0,7,80,31,4,4,,,,,
lugae,calbrena_slot,Balnab,61,1768,4439,1819,7,99,96,0,0,0,7,80,31,10,13,182,,,,
lugae,calbrena_slot,Balnab-Z,89,1800,17,1819,10,80,128,1,65,2,10,80,47,10,13,,,,,
lugae,calbrena_slot,Dr.Lugae,47,2970,12107,2910,7,99,96,1,80,2,6,60,25,11,11,41,,,,
lugae,cpu_slot,Dr.Lugae,62,5595,31707,1879,3,90,36,0,0,0,10,50,48,15,15,,,,,
lugae,cpu_slot,Balnab,62,4976,31707,2349,13,99,174,0,0,0,10,50,48,41,44,255,,,,
lugae,cpu_slot,Balnab-Z,91,5068,116,2349,13,99,174,4,35,4,5,99,70,41,44,,,,,
lugae,cpu_slot,Dr.Lugae,48,8362,86472,3758,13,99,174,4,45,4,8,50,38,38,38,127,,,,
lugae,darkelf_slot,Dr.Lugae,25,1166,1480,1637,2,85,11,0,0,0,99,100,255,4,4,,,,,
lugae,darkelf_slot,Balnab,25,1037,1480,2046,4,99,54,0,0,0,99,100,255,10,13,67,,,,
lugae,darkelf_slot,Balnab-Z,36,1056,6,2046,6,70,72,0,0,3,255,99,255,10,13,,,,,
lugae,darkelf_slot,Dr.Lugae,19,1743,4036,3273,4,99,54,0,0,3,99,99,254,11,11,15,,,,
lugae,darkimp_slot,Dr.Lugae,21,140,1231,25,2,60,12,0,0,0,0,0,0,8,8,,,,,
lugae,darkimp_slot,Balnab,21,124,1231,31,5,70,56,0,0,0,0,0,0,21,24,20,,,,
lugae,darkimp_slot,Balnab-Z,31,127,5,31,6,70,74,0,0,0,0,0,0,21,24,,,,,
lugae,darkimp_slot,Dr.Lugae,16,209,3356,50,5,70,56,0,0,0,0,0,0,18,21,5,,,,
lugae,dlunar_slot,Dr.Lugae,99,9792,21138,0,3,80,30,0,0,0,5,99,70,11,11,,,,,
lugae,dlunar_slot,Balnab,99,8707,21138,0,11,85,144,0,0,0,5,99,70,32,35,160,,,,
lugae,dlunar_slot,Balnab-Z,99,8869,77,0,13,99,174,3,20,4,8,80,102,32,35,,,,,
